external_key,legacy_ids,content_type,canonical_title,languages,category_links,title,page_count,duration_minutes,age_range,author,dubbing,illustrator,resolution_status,target_folder
legacy-content-story-skunk-smelly,186,STORY,Skunk Smelly,en|pt|tr,en:Audio Books 🎧|en:Emotional Awareness ✨|en:Empathy and Tolerance 💞|en:Family and Friendship 🤗|en:Mothers' Favorites ❤️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Skunk Smelly,17,6,5,TellPal Library,Charles Hucke,Türkü Deniz Malkoç,MATCHED,STORY-story-skunk-smelly-skunk-smelly
legacy-content-story-uzayl-bi-berem-nerede,188,STORY,Uzaylı Bi - Berem Nerede,tr,tr:Paylaşma ve İş Birliği 🤝|tr:Problem Çözme Becerisi 🎯|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌,Uzaylı Bi - Berem Nerede,24,6,4,Nil Akdoğan,Eren Coşan,Türkü Deniz Malkoç,MATCHED,STORY-story-uzayl-bi-berem-nerede-uzayl-bi-berem-nerede
legacy-content-story-oyuktaki-telas,189,STORY,Oyuktaki Telaş,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Empati ve Hoşgörü 💞|tr:Sesli Kitaplar 🎧|tr:Öz Güven ve Cesaret 💪,Oyuktaki Telaş,24,5,4,Nil Akdoğan,Pelin Aygün,Sümeyya Akyol,MATCHED,STORY-story-oyuktaki-telas-oyuktaki-telas
legacy-content-meditation-bilincli-hareket-meditasyonu,190,MEDITATION,Bilinçli Hareket Meditasyonu,tr,tr:Meditasyon  🧘🍃,Bilinçli Hareket Meditasyonu,1,6,3,Athena Amhurst,Yağmur Erturhan,,MATCHED,MEDITATION-meditation-bilincli-hareket-meditasyonu-bilincli-hareket-meditasyonu
legacy-content-story-the-rainbow-sweaters,191,STORY,The Rainbow Sweaters,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Empathy and Tolerance 💞|en:Family and Friendship 🤗|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,The Rainbow Sweaters,14,3,3,Zeynep Çokran,Christian Menza,Cansu Küçükal,MATCHED,STORY-story-the-rainbow-sweaters-the-rainbow-sweaters
legacy-content-story-rush-in-the-hollow,192,STORY,Rush in the Hollow,en|pt|tr,en:Audio Books 🎧|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Empathy and Tolerance 💞|en:Family and Friendship 🤗|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Rush in the Hollow,24,6,4,Nil Akdoğan,Mariah Kerr,Sümeyya Akyol,MATCHED,STORY-story-rush-in-the-hollow-rush-in-the-hollow
legacy-content-story-alien-mie-where-is-my-beanie,193,STORY,Alien Mie - Where Is My Beanie,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Problem Solving Skills 🎯|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Alien Mie - Where Is My Beanie,24,7,4,Nil Akdoğan,Mariah Kerr,Türkü Deniz Malkoç,MATCHED,STORY-story-alien-mie-where-is-my-beanie-alien-mie-where-is-my-beanie
legacy-content-story-ninemin-yast-klar,194,STORY,Ninemin Yastıkları,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Öğretici Hikayeler 🔮,Ninemin Yastıkları,10,3,3,Nil Akdoğan,Ebru Tinçer - Baran Tinçer,Türkü Deniz Malkoç,MATCHED,STORY-story-ninemin-yast-klar-ninemin-yast-klar
legacy-content-story-grandma-s-fluffy-pillows,206,STORY,Grandma's Fluffy Pillows,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Informative Stories 🔮|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Grandma's Fluffy Pillows,10,3,3,Nil Akdoğan,Jenica Domanico,Türkü Deniz Malkoç,MATCHED,STORY-story-grandma-s-fluffy-pillows-grandma-s-fluffy-pillows
legacy-content-story-renkleri-ogreniyoruz,209,STORY,Renkleri Öğreniyoruz,und,,Renkleri Öğreniyoruz,5,3,3,Tellpal,Nida Nur Şeker,TellPal,LIKELY,STORY-story-renkleri-ogreniyoruz-renkleri-ogreniyoruz
legacy-content-meditation-bir-gokkusag-goruyorum,210,MEDITATION,Bir Gökkuşağı Görüyorum,tr,tr:Meditasyon  🧘🍃,Bir Gökkuşağı Görüyorum,1,4,3,Athena Amhurst,Pelin Aygün,,MATCHED,MEDITATION-meditation-bir-gokkusag-goruyorum-bir-gokkusag-goruyorum
legacy-content-story-baskan-giko-nun-pastalar,211,STORY,Başkan Giko'nun Pastaları,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Seri Hikayeler 🧭|tr:Sesli Kitaplar 🎧,Başkan Giko'nun Pastaları,20,6,4,Nida Nur Küçük,Ebru Tinçer,Cansu Küçükal,MATCHED,STORY-story-baskan-giko-nun-pastalar-baskan-giko-nun-pastalar
legacy-content-story-yasas-n-ben-de-farkl-y-m,212,STORY,Yaşasın! Ben de Farklıyım,tr,tr:Aile ve Arkadaşlık 🤗|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌|tr:Öz Güven ve Cesaret 💪,Yaşasın! Ben de Farklıyım,15,3,3,Nil Akdoğan,Büşra Lüleci Oldaç,Sümeyya Akyol,MATCHED,STORY-story-yasas-n-ben-de-farkl-y-m-yasas-n-ben-de-farkl-y-m
legacy-content-story-yayyy-i-m-different-too,213,STORY,Yayyy! I'm Different Too!,en|pt|tr,en:Audio Books 🎧|en:Emotional Awareness ✨|en:Empathy and Tolerance 💞|en:Family and Friendship 🤗|en:Mothers' Favorites ❤️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Yayyy! I'm Different Too!,15,3,3,Nil Akdoğan,Mariah Kerr,Sümeyya Akyol,MATCHED,STORY-story-yayyy-i-m-different-too-yayyy-i-m-different-too
legacy-content-story-deer-neena-s-birthday-cakes,214,STORY,Deer Neena's Birthday Cakes,en|pt|tr,en:Activities and Fun 🥳|en:Audio Books 🎧|en:Editors' Pick 🙌|en:Serial Stories 🎬|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Deer Neena's Birthday Cakes,20,6,4,Nida Nur Küçük,Aj Carter,Cansu Küçükal,MATCHED,STORY-story-deer-neena-s-birthday-cakes-deer-neena-s-birthday-cakes
legacy-content-meditation-ben-ve-en-iyi-arkadas-m,215,MEDITATION,Ben ve En iyi Arkadaşım,tr,tr:Meditasyon  🧘🍃,Ben ve En iyi Arkadaşım,1,5,3,Athena Amhurst,Yağmur Erturhan,,MATCHED,MEDITATION-meditation-ben-ve-en-iyi-arkadas-m-ben-ve-en-iyi-arkadas-m
legacy-content-story-gokyuzundeki-kayd-rak,216,STORY,Gökyüzündeki Kaydırak,tr,tr:Bilim 🌱:•.🧪|tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Problem Çözme Becerisi 🎯|tr:Sesli Kitaplar 🎧,Gökyüzündeki Kaydırak,26,6,4,Özgün TellPal Kütüphanesi,Serkan Korkmaz,Şevval Şahin,MATCHED,STORY-story-gokyuzundeki-kayd-rak-gokyuzundeki-kayd-rak
legacy-content-story-slide-in-the-sky,217,STORY,Slide in the Sky,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Problem Solving Skills 🎯|en:Science  🌱:•.🧪|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Slide in the Sky,26,6,3,TellPal Library,Autumn Holley,Şevval Şahin,MATCHED,STORY-story-slide-in-the-sky-slide-in-the-sky
legacy-content-story-super-dedektifler-1,218,STORY,Süper Dedektifler 1,tr,tr:Paylaşma ve İş Birliği 🤝|tr:Problem Çözme Becerisi 🎯|tr:Çocukların Favorileri 🙌|tr:Öz Güven ve Cesaret 💪,Süper Dedektifler 1,26,10,5,Nida Nur Küçük,Eren Coşan,Sümeyya Akyol,MATCHED,STORY-story-super-dedektifler-1-super-dedektifler-1
legacy-content-story-flarenko-test,243,STORY,Flarenko test,und,,Flarenko test,24,5,4,Zeynep Çokran,Eren Coşan,Cansu Küçükal,LIKELY,STORY-story-flarenko-test-flarenko-test
legacy-content-story-super-detectives-1,244,STORY,Super Detectives 1,en|pt|tr,en:Audio Books 🎧|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Mothers' Favorites ❤️|en:Problem Solving Skills 🎯|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Super Detectives 1,26,10,5,Nida Nur Küçük,Aj Carter,Sümeyya Akyol,MATCHED,STORY-story-super-detectives-1-super-detectives-1
legacy-content-story-kay-p-gezegen-1,245,STORY,Kayıp Gezegen - 1,tr,tr:Bilim 🌱:•.🧪|tr:Ebeveynlerin Favorileri ❤️|tr:Seri Hikayeler 🧭|tr:Sesli Kitaplar 🎧,Kayıp Gezegen - 1,14,4,4,Özgün TellPal Kütüphanesi,Ebru Tinçer - Baran Tinçer,Türkü Deniz Malkoç,MATCHED,STORY-story-kay-p-gezegen-1-kay-p-gezegen-1
legacy-content-story-the-lost-planet-1,246,STORY,The Lost Planet - 1,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Our Nature and Life 💚🏕️🌿🌲☘️|en:Science  🌱:•.🧪|en:Serial Stories 🎬|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,The Lost Planet - 1,14,4,4,TellPal Library,Jenica Domanico - Boden Domanico,Türkü Deniz Malkoç,MATCHED,STORY-story-the-lost-planet-1-the-lost-planet-1
legacy-content-story-hayal-kural-m-m,247,STORY,Hayal Kuralım Mı?,tr,tr:Duygusal Farkındalık ✨|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Uyku Öncesi Hikayeleri 😴🌙🛏️|tr:Çocukların Favorileri 🙌,Hayal Kuralım Mı?,15,4,4,Nida Nur Küçük,Büşra Lüleci Oldaç,Sümeyya Akyol,MATCHED,STORY-story-hayal-kural-m-m-hayal-kural-m-m
legacy-content-story-let-s-dream-together,248,STORY,Let's Dream Together,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Emotional Awareness ✨|en:Mothers' Favorites ❤️|en:Sleeping Stories 😴🌙🛏️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Let's Dream Together,15,4,4,Nida Nur Küçük,Erin Mclver,Sümeyya Akyol,MATCHED,STORY-story-let-s-dream-together-let-s-dream-together
legacy-content-story-adadaki-dostluk-rama-ile-kirpi,250,STORY,Adadaki Dostluk- Rama ile Kirpi,tr,tr:Duygusal Farkındalık ✨|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧,Adadaki Dostluk- Rama ile Kirpi,18,4,4,Nil Akdoğan,Ebru Tinçer - Baran Tinçer,Cansu Küçükal,MATCHED,STORY-story-adadaki-dostluk-rama-ile-kirpi-adadaki-dostluk-rama-ile-kirpi
legacy-content-story-babalar-gunu,251,STORY,Babalar Günü,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌,Babalar Günü,26,10,4,Zeynep Çokran,Eren Coşan,Şevval Şahin,MATCHED,STORY-story-babalar-gunu-babalar-gunu
legacy-content-story-we-are-a-pen-family,252|263,STORY,We Are a Pen Family,en|pt|tr,en:Audio Books 🎧|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Family and Friendship 🤗|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,We Are a Pen Family,12,3,3,Nida Nur Küçük,Jenica Domanico,Türkü Deniz Malkoç,MATCHED,STORY-story-we-are-a-pen-family-we-are-a-pen-family
legacy-content-story-cal-skan-kalem-ailesi,253|262,STORY,Çalışkan Kalem Ailesi,tr,tr:Aile ve Arkadaşlık 🤗|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Öz Güven ve Cesaret 💪,Çalışkan Kalem Ailesi,12,3,3,Nida Nur Küçük,Serkan Korkmaz,Türkü Deniz Malkoç,MATCHED,STORY-story-cal-skan-kalem-ailesi-cal-skan-kalem-ailesi
legacy-content-story-father-s-day-gift,254,STORY,Father's Day Gift,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Father's Day Gift,26,10,4,Zeynep Çokran,The Domanico Family,Şevval Şahin,MATCHED,STORY-story-father-s-day-gift-father-s-day-gift
legacy-content-story-bir-aslan-ucabilir-mi,255|261,STORY,Bir Aslan Uçabilir mi?,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Hayal Gücü ve Yaratıcılık 💫|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌|tr:Öz Güven ve Cesaret 💪,Bir Aslan Uçabilir mi?,22,5,4,Zeynep Çokran,Pelin Aygün,Sümeyya Akyol,MATCHED,STORY-story-bir-aslan-ucabilir-mi-bir-aslan-ucabilir-mi
legacy-content-story-can-a-lion-fly,256|260,STORY,Can A Lion Fly?,en|pt|tr,en:Audio Books 🎧|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Imagination and Creativity 💫|en:Mothers' Favorites ❤️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Can A Lion Fly?,22,7,4,Zeynep Çokran,Jenica Domanico,Sümeyya Akyol,MATCHED,STORY-story-can-a-lion-fly-can-a-lion-fly
legacy-content-story-friendship-on-the-island-palmy-and-hedgehog,257,STORY,Friendship on the Island-Palmy and Hedgehog,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Mothers' Favorites ❤️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Friendship on the Island-Palmy and Hedgehog,18,3,3,Nil Akdoğan,Christian Menza,Cansu Küçükal,MATCHED,STORY-story-friendship-on-the-island-palmy-and-hedgehog-friendship-on-the-island-palmy-and-hedgehog
legacy-content-story-web-hikaye,258,STORY,Web Hikaye,und,,Web Hikaye,18,3,3,Özgün TellPal Kütüphanesi,Christian Menza,Cansu Küçükal,LIKELY,STORY-story-web-hikaye-web-hikaye
legacy-content-story-k-talar-aras-tan-sma-balosu,259,STORY,Kıtalar Arası Tanışma Balosu,tr,tr:Doğa ve Keşif💚🏕️🌿🌲🌳☘️|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Öz Güven ve Cesaret 💪,Kıtalar Arası Tanışma Balosu,17,5,5,Nil Akdoğan,Ebru Tinçer,Şevval Şahin,MATCHED,STORY-story-k-talar-aras-tan-sma-balosu-k-talar-aras-tan-sma-balosu
legacy-content-story-can-a-lion-fly,256|260,STORY,Can A Lion Fly?,en|pt|tr,en:Audio Books 🎧|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Imagination and Creativity 💫|en:Mothers' Favorites ❤️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Can A Lion Fly?,22,7,4,Zeynep Çokran,Jenica Domanico,Sümeyya Akyol,MATCHED,STORY-story-can-a-lion-fly-can-a-lion-fly
legacy-content-story-bir-aslan-ucabilir-mi,255|261,STORY,Bir Aslan Uçabilir mi?,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Hayal Gücü ve Yaratıcılık 💫|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌|tr:Öz Güven ve Cesaret 💪,Bir Aslan Uçabilir mi?,22,5,4,Zeynep Çokran,Pelin Aygün,Sümeyya Akyol,MATCHED,STORY-story-bir-aslan-ucabilir-mi-bir-aslan-ucabilir-mi
legacy-content-story-cal-skan-kalem-ailesi,253|262,STORY,Çalışkan Kalem Ailesi,tr,tr:Aile ve Arkadaşlık 🤗|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Öz Güven ve Cesaret 💪,Çalışkan Kalem Ailesi,12,3,3,Nida Nur Küçük,Serkan Korkmaz,Türkü Deniz Malkoç,MATCHED,STORY-story-cal-skan-kalem-ailesi-cal-skan-kalem-ailesi
legacy-content-story-we-are-a-pen-family,252|263,STORY,We Are a Pen Family,en|pt|tr,en:Audio Books 🎧|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Family and Friendship 🤗|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,We Are a Pen Family,12,3,3,Nida Nur Küçük,Jenica Domanico,Türkü Deniz Malkoç,MATCHED,STORY-story-we-are-a-pen-family-we-are-a-pen-family
legacy-content-story-pembe-benekli-pinpon-topu,264,STORY,Pembe Benekli Pinpon Topu,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Empati ve Hoşgörü 💞|tr:Yaza Merhaba🌞🏄,Pembe Benekli Pinpon Topu,19,4,3,Zeynep Çokran,Pelin Aygün,Elif Boyraz,MATCHED,STORY-story-pembe-benekli-pinpon-topu-pembe-benekli-pinpon-topu
legacy-content-story-kay-p-gezegen-2-pluton-a-kavusma,276,STORY,Kayıp Gezegen 2 - Plüton'a Kavuşma,tr,tr:Bilim 🌱:•.🧪|tr:Seri Hikayeler 🧭|tr:Sesli Kitaplar 🎧|tr:Öz Güven ve Cesaret 💪,Kayıp Gezegen 2 - Plüton'a Kavuşma,21,7,4,Özgün TellPal Kütüphanesi,Ebru Tinçer - Baran Tinçer,Türkü Deniz Malkoç,MATCHED,STORY-story-kay-p-gezegen-2-pluton-a-kavusma-kay-p-gezegen-2-pluton-a-kavusma
legacy-content-story-the-lost-planet-2-pluto-is-back,277,STORY,The Lost Planet 2 - Pluto is Back!,en|pt|tr,en:Audio Books 🎧|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Science  🌱:•.🧪|en:Serial Stories 🎬|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,The Lost Planet 2 - Pluto is Back!,21,7,4,TellPal Library,Jenica Domanico - Boden Domanico,Türkü Deniz Malkoç,MATCHED,STORY-story-the-lost-planet-2-pluto-is-back-the-lost-planet-2-pluto-is-back
legacy-content-story-intercontinental-meet-up-ball,278,STORY,Intercontinental Meet Up Ball,en|pt,en:Audio Books 🎧|en:Empathy and Tolerance 💞|en:Imagination and Creativity 💫|en:Sense of Competition 🥇🏆|pt:Histórias em Inglês 🇬🇧,Intercontinental Meet Up Ball,17,5,4,Nil Akdoğan,Mariah Kerr,Şevval Şahin,MATCHED,STORY-story-intercontinental-meet-up-ball-intercontinental-meet-up-ball
legacy-content-story-pink-spotted-ping-pong,279,STORY,Pink Spotted Ping-Pong,en|pt|tr,en:Editors' Pick 🙌|en:Mothers' Favorites ❤️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Pink Spotted Ping-Pong,19,4,4,Zeynep Çokran,Erin Mclver,Elif Boyraz,MATCHED,STORY-story-pink-spotted-ping-pong-pink-spotted-ping-pong
legacy-content-story-pamuk-diyar-na-yolculuk,280,STORY,Pamuk Diyarına Yolculuk,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Sesli Kitaplar 🎧,Pamuk Diyarına Yolculuk,14,4,3,Zeynep Çokran,Eren Coşan,Hilal Yılmaz,MATCHED,STORY-story-pamuk-diyar-na-yolculuk-pamuk-diyar-na-yolculuk
legacy-content-story-cotton-land-trip,281,STORY,Cotton Land Trip,en|pt|tr,en:Audio Books 🎧|en:Editors' Pick 🙌|en:Mothers' Favorites ❤️|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Cotton Land Trip,14,4,3,Zeynep Çokran,Mariah Kerr,Hilal Yılmaz,MATCHED,STORY-story-cotton-land-trip-cotton-land-trip
legacy-content-story-koltugun-alt-nda-ne-var,282,STORY,Koltuğun Altında Ne Var?,tr,tr:Aile ve Arkadaşlık 🤗|tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Sesli Kitaplar 🎧,Koltuğun Altında Ne Var?,26,7,4,Zeynep Çokran,Büşra Lüleci Oldaç,Sümeyya Akyol,MATCHED,STORY-story-koltugun-alt-nda-ne-var-koltugun-alt-nda-ne-var
legacy-content-story-what-s-under-the-couch,283,STORY,What's Under the Couch,en|pt|tr,en:Audio Books 🎧|en:Family and Friendship 🤗|en:Mothers' Favorites ❤️|en:Sharing and Cooperation 🤝|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,What's Under the Couch,26,7,4,Zeynep Çokran,Mariah Kerr,Sümeyya Akyol,MATCHED,STORY-story-what-s-under-the-couch-what-s-under-the-couch
legacy-content-story-toprak-solucan-3-merhaba-damla,284,STORY,Toprak Solucanı 3 - Merhaba Damla,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Seri Hikayeler 🧭|tr:Sesli Kitaplar 🎧|tr:Toprak Solucanı Serisi 🐛,Toprak Solucanı 3 - Merhaba Damla,23,5,4,Zeynep Çokran,Eren Coşan,Elif Boyraz,MATCHED,STORY-story-toprak-solucan-3-merhaba-damla-toprak-solucan-3-merhaba-damla
legacy-content-story-earthworm-3-hello-daisy,285,STORY,Earthworm 3 - Hello Daisy,en|pt|tr,en:Audio Books 🎧|en:Earthworm Series 🐛|en:Editors' Pick 🙌|en:Family and Friendship 🤗|en:Serial Stories 🎬|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Earthworm 3 - Hello Daisy,23,5,4,Zeynep Çokran,Jenica Domanico,Elif Boyraz,MATCHED,STORY-story-earthworm-3-hello-daisy-earthworm-3-hello-daisy
legacy-content-story-ha-haa-haaapsuu,286,STORY,Ha Haa Haaapşuu,tr,tr:Bilim 🌱:•.🧪|tr:Doğa ve Keşif💚🏕️🌿🌲🌳☘️|tr:Ebeveynlerin Favorileri ❤️|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌,Ha Haa Haaapşuu,21,6,4,Nida Nur Küçük,Eren Coşan,Sümeyya Akyol,MATCHED,STORY-story-ha-haa-haaapsuu-ha-haa-haaapsuu
legacy-content-story-aa-aaa-achoo,287,STORY,Aa-Aaa-Achoo!,en|pt|tr,en:Audio Books 🎧|en:Informative Stories 🔮|en:Mothers' Favorites ❤️|en:Our Nature and Life 💚🏕️🌿🌲☘️|en:Science  🌱:•.🧪|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Aa-Aaa-Achoo!,21,6,4,Nida Nur Küçük,Christian Menza,Sümeyya Akyol,MATCHED,STORY-story-aa-aaa-achoo-aa-aaa-achoo
legacy-content-story-peri-lin-in-maceralar-2-sihirli-gol-diyar,288,STORY,"Peri Lin'in Maceraları - 2
Sihirli Göl Diyarı",tr,tr:Paylaşma ve İş Birliği 🤝|tr:Uyku Öncesi Hikayeleri 😴🌙🛏️,"Peri Lin'in Maceraları - 2
Sihirli Göl Diyarı",17,5,4,Nil Akdoğan,Büşra Lüleci Oldaç,Şevval Şahin,MATCHED,STORY-story-peri-lin-in-maceralar-2-sihirli-gol-diyar-peri-lin-in-maceralar-2-sihirli-gol-diyar
legacy-content-story-the-adventures-of-fairy-lin-2-land-of-the-magic-lake,289,STORY,The Adventures of Fairy Lin 2 - Land of the Magic Lake,en|pt|tr,en:Editors' Pick 🙌|en:Sharing and Cooperation 🤝|en:Sleeping Stories 😴🌙🛏️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,The Adventures of Fairy Lin 2 - Land of the Magic Lake,17,5,4,Nil Akdoğan,Mariah Kerr,Şevval Şahin,MATCHED,STORY-story-the-adventures-of-fairy-lin-2-land-of-the-magic-lake-the-adventures-of-fairy-lin-2-land-of-the-magic-lake
legacy-content-story-toprak-solucan-4-damla-ile-gezinti,290,STORY,Toprak Solucanı 4 - Damla ile Gezinti,tr,tr:Paylaşma ve İş Birliği 🤝|tr:Toprak Solucanı Serisi 🐛|tr:Öz Güven ve Cesaret 💪,Toprak Solucanı 4 - Damla ile Gezinti,17,5,4,Zeynep Çokran,Eren Coşan,Elif Boyraz,MATCHED,STORY-story-toprak-solucan-4-damla-ile-gezinti-toprak-solucan-4-damla-ile-gezinti
legacy-content-story-earthworm-4-wandering-around-with-daisy,291,STORY,Earthworm 4 - Wandering Around with Daisy,en|pt|tr,en:Earthworm Series 🐛|en:Editors' Pick 🙌|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Earthworm 4 - Wandering Around with Daisy,17,5,4,Zeynep Çokran,Jenica Domanico,Elif Boyraz,MATCHED,STORY-story-earthworm-4-wandering-around-with-daisy-earthworm-4-wandering-around-with-daisy
legacy-content-story-axel-ve-ann-gozluk-mu,292,STORY,"Axel ve Ann - ""Gözlük mü?""",tr,tr:Aile ve Arkadaşlık 🤗|tr:Ebeveynlerin Favorileri ❤️|tr:Empati ve Hoşgörü 💞,"Axel ve Ann - ""Gözlük mü?""",22,4,4,Zeynep Çokran,Büşra Lüleci Oldaç,Hilal Yılmaz,MATCHED,STORY-story-axel-ve-ann-gozluk-mu-axel-ve-ann-gozluk-mu
legacy-content-story-axel-and-ann-at-the-eye-doctor,293,STORY,Axel and Ann at the Eye Doctor,en|pt|tr,en:Editors' Pick 🙌|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Axel and Ann at the Eye Doctor,22,5,4,Zeynep Çokran,Holly Painter,Hilal Yılmaz,MATCHED,STORY-story-axel-and-ann-at-the-eye-doctor-axel-and-ann-at-the-eye-doctor
legacy-content-story-a-peixinha-poliana-onde-e-o-mar,294,STORY,A Peixinha Poliana - Onde é o Mar,pt,pt:Audiolivros 🎧|pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Nossa Natureza e Vida|pt:Resolvendo Problemas 🎯,A Peixinha Poliana - Onde é o Mar,20,5,3,Elif Çiçek,Lynah Gouveia-H. Oliveira,Cansu Küçükal,MATCHED,STORY-story-a-peixinha-poliana-onde-e-o-mar-a-peixinha-poliana-onde-e-o-mar
legacy-content-story-uma-leoa-pode-voar,295,STORY,Uma Leoa pode Voar,pt,pt:Audiolivros 🎧|pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Imaginação 💫|pt:Mais Populares ❤️,Uma Leoa pode Voar,22,6,4,Zeynep Çokran,Mylenna Stanizio,Sümeyya Akyol,MATCHED,STORY-story-uma-leoa-pode-voar-uma-leoa-pode-voar
legacy-content-story-vamos-sonhar-juntos,296,STORY,Vamos Sonhar Juntos,pt,pt:Audiolivros 🎧|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias Para Dormir 😴🌙🛏️,Vamos Sonhar Juntos,15,4,4,Nida Nur Küçük,Lynah Gouveia,Sümeyya Akyol,MATCHED,STORY-story-vamos-sonhar-juntos-vamos-sonhar-juntos
